chokepoint_id,ship_type,entry_sog_kn,queue_depth,hour_of_day,day_of_week,month,recent_throughput_24h,bbox_diagonal_km,transit_minutes,entry_ts,_synthetic
Panama Canal,other,9.77,9,13,6,1,28,400.0,719.6,1705238270.2,True
Panama Canal,bulker,10.52,15,11,6,1,50,400.0,709.1,1704626000.2,True
Panama Canal,container,14.76,7,4,2,1,28,400.0,477.9,1706070433.1,True
Panama Canal,container,5.53,5,7,3,3,23,400.0,397.3,1711007602.7,True
Panama Canal,container,10.12,6,8,5,3,21,400.0,590.9,1709369622.6,True
Strait of Hormuz,tanker,12.97,6,11,5,2,32,500.0,237.3,1708170100.3,True
Strait of Hormuz,other,12.26,0,0,4,3,0,500.0,201.9,1711067762.5,True
Strait of Hormuz,other,9.71,3,15,1,3,14,500.0,184.4,1709653094.0,True
Strait of Hormuz,tanker,6.1,9,8,4,2,27,500.0,185.3,1707466307.7,True
Strait of Hormuz,container,10.54,8,10,2,2,35,500.0,246.5,1708511726.6,True
Strait of Hormuz,tanker,8.84,7,17,1,2,13,500.0,265.1,1709055871.1,True
Strait of Hormuz,bulker,14.94,6,2,5,3,31,500.0,178.3,1709347504.9,True
Strait of Hormuz,unknown,12.54,7,5,4,2,32,500.0,149.0,1708665635.7,True
Strait of Hormuz,bulker,13.83,10,12,4,1,44,500.0,233.2,1704458952.8,True
Strait of Hormuz,container,8.45,14,12,2,1,52,500.0,233.1,1704889513.1,True
Strait of Hormuz,unknown,10.68,13,4,1,2,50,500.0,282.5,1707194225.7,True
Strait of Hormuz,other,10.06,20,18,3,3,80,500.0,314.6,1710439249.1,True
Strait of Hormuz,container,8.93,12,19,4,1,38,500.0,240.0,1704481855.9,True
Strait of Hormuz,other,7.85,2,18,3,1,2,500.0,201.0,1704996031.0,True
Strait of Hormuz,bulker,14.31,8,8,5,1,32,500.0,251.9,1705740060.4,True
Strait of Hormuz,container,8.73,12,5,5,3,49,500.0,144.6,1711170060.1,True
Strait of Hormuz,other,8.8,17,11,1,1,42,500.0,266.4,1704195365.6,True
Strait of Hormuz,bulker,14.44,13,15,3,2,46,500.0,281.5,1708011110.4,True
Strait of Hormuz,container,9.1,13,13,1,1,38,500.0,339.5,1705411882.7,True
Strait of Hormuz,bulker,12.38,14,16,4,1,41,500.0,320.6,1706285079.2,True
Strait of Hormuz,container,11.9,16,1,5,3,49,500.0,238.2,1709341743.3,True
Strait of Hormuz,container,11.31,13,22,2,2,56,500.0,240.5,1709160448.3,True
Strait of Hormuz,tanker,15.46,9,19,6,2,13,500.0,284.5,1708887666.7,True
Strait of Hormuz,container,10.82,12,21,6,1,39,500.0,284.7,1704663933.6,True
Strait of Hormuz,container,11.36,10,5,1,2,35,500.0,275.1,1707196036.0,True
Strait of Hormuz,container,12.2,12,14,1,2,40,500.0,221.6,1707230911.0,True
Strait of Hormuz,bulker,16.05,8,20,2,1,25,500.0,273.7,1704312776.4,True
Strait of Hormuz,bulker,11.97,1,17,3,3,10,500.0,128.7,1710437761.0,True
Strait of Hormuz,unknown,11.12,11,1,4,3,43,500.0,324.5,1710467373.8,True
Strait of Hormuz,bulker,6.48,11,0,3,2,36,500.0,365.5,1707352521.8,True
Strait of Hormuz,container,11.95,9,21,2,3,33,500.0,180.6,1710970434.8,True
Strait of Hormuz,container,10.78,13,20,3,1,40,500.0,260.7,1705609825.9,True
Strait of Hormuz,other,12.56,11,15,2,3,40,500.0,341.1,1709739095.7,True
Strait of Hormuz,container,14.09,6,0,4,3,13,500.0,125.9,1709857052.2,True
Strait of Hormuz,bulker,11.51,9,15,5,3,36,500.0,214.8,1710604453.4,True
Strait of Hormuz,container,6.83,4,7,6,1,3,500.0,176.9,1704612409.8,True
Strait of Hormuz,other,13.33,9,9,3,2,25,500.0,310.6,1708592825.2,True
Strait of Hormuz,bulker,9.62,10,19,6,3,25,500.0,320.1,1710705187.6,True
Strait of Hormuz,container,8.53,10,23,1,1,50,500.0,228.2,1706051049.3,True
Strait of Hormuz,other,12.66,9,21,2,1,24,500.0,262.5,1704317193.7,True
Strait of Hormuz,bulker,10.61,15,20,0,3,68,500.0,256.1,1709584726.1,True
Strait of Hormuz,bulker,14.22,2,6,1,1,10,500.0,226.3,1705989867.1,True
Strait of Hormuz,bulker,12.12,9,2,1,2,18,500.0,223.7,1708394435.8,True
Strait of Hormuz,unknown,10.0,10,14,0,3,34,500.0,243.9,1710169096.5,True
Strait of Hormuz,tanker,12.21,8,1,2,1,33,500.0,272.4,1706665113.9,True
Strait of Hormuz,other,14.08,11,9,1,1,37,500.0,288.8,1704791218.2,True
Strait of Hormuz,bulker,10.4,2,19,2,1,3,500.0,141.3,1705518684.5,True
Strait of Hormuz,other,14.5,8,9,2,3,30,500.0,254.3,1710926236.3,True
Strait of Hormuz,tanker,8.22,13,17,5,3,43,500.0,329.4,1711214196.8,True
Strait of Hormuz,other,11.76,0,16,5,3,0,500.0,197.7,1710607749.6,True
Strait of Hormuz,bulker,11.17,9,22,3,2,19,500.0,262.5,1706825544.1,True
Strait of Hormuz,other,6.66,15,9,1,2,49,500.0,233.7,1709026655.4,True
Strait of Hormuz,other,7.84,17,16,6,2,68,500.0,209.4,1707064181.1,True
Strait of Hormuz,other,8.64,8,9,0,2,23,500.0,342.6,1708940932.9,True
Strait of Hormuz,bulker,6.56,6,15,4,2,14,500.0,295.4,1708700591.4,True
Strait of Hormuz,tanker,11.98,12,1,4,1,42,500.0,199.1,1704416841.9,True
Strait of Hormuz,container,11.83,12,2,4,2,44,500.0,275.2,1707446682.1,True
Strait of Hormuz,other,9.64,13,12,3,3,42,500.0,170.0,1709814244.3,True
Strait of Hormuz,container,12.44,13,15,6,2,52,500.0,232.6,1707665924.5,True
Strait of Hormuz,container,12.16,8,2,4,1,25,500.0,287.7,1704422269.9,True
Strait of Hormuz,bulker,11.24,11,22,6,1,34,500.0,260.7,1705875532.2,True
Strait of Hormuz,container,9.04,9,21,0,1,33,500.0,273.5,1706562027.7,True
Strait of Hormuz,tanker,12.43,8,7,2,2,26,500.0,244.3,1707289786.5,True
Strait of Hormuz,container,11.27,6,2,1,2,8,500.0,125.8,1708397916.6,True
Strait of Hormuz,container,9.95,8,12,5,1,15,500.0,220.3,1705752991.3,True
Strait of Hormuz,bulker,13.11,13,11,0,2,51,500.0,284.7,1708341460.4,True
Strait of Hormuz,container,15.61,9,10,4,1,35,500.0,149.1,1705053653.6,True
Strait of Hormuz,container,8.51,13,16,3,3,57,500.0,235.2,1711644918.9,True
Strait of Hormuz,unknown,10.58,10,17,5,3,40,500.0,270.9,1711820408.6,True
Strait of Hormuz,container,9.45,7,9,0,3,26,500.0,259.9,1709544590.1,True
Strait of Hormuz,unknown,8.95,10,21,6,3,26,500.0,242.1,1710710958.3,True
Strait of Hormuz,container,12.58,4,9,5,1,9,500.0,341.7,1704533688.7,True
Strait of Hormuz,container,11.16,16,16,4,1,44,500.0,169.0,1705681786.7,True
Strait of Hormuz,bulker,5.39,10,0,1,1,30,500.0,235.0,1705969420.6,True
Strait of Hormuz,unknown,12.88,13,15,2,2,39,500.0,256.7,1707319724.4,True
Strait of Hormuz,bulker,10.17,8,7,6,1,16,500.0,270.2,1705217635.2,True
Strait of Hormuz,bulker,13.45,5,6,3,3,12,500.0,200.4,1711608315.9,True
Strait of Hormuz,container,9.66,14,15,2,2,61,500.0,245.9,1708529421.1,True
Strait of Hormuz,other,9.79,12,18,3,3,46,500.0,247.9,1710439849.5,True
Strait of Hormuz,bulker,15.58,16,22,1,1,58,500.0,324.2,1704840987.0,True
Strait of Hormuz,bulker,9.31,7,22,5,2,18,500.0,283.2,1708813727.3,True
Strait of Hormuz,tanker,13.17,7,23,2,2,12,500.0,299.5,1709161365.6,True
Strait of Hormuz,container,10.0,15,2,4,3,40,500.0,321.9,1709865568.8,True
Strait of Hormuz,other,11.57,9,8,5,1,41,500.0,255.0,1706345069.6,True
Strait of Hormuz,other,10.26,13,5,1,1,49,500.0,156.2,1704779169.3,True
Strait of Hormuz,container,15.88,10,17,5,1,37,500.0,226.8,1705165865.3,True
Strait of Hormuz,other,14.52,3,20,1,1,12,500.0,303.4,1706041457.1,True
Strait of Hormuz,other,9.54,9,4,1,2,29,500.0,250.3,1709009169.1,True
Strait of Hormuz,bulker,9.47,9,11,6,2,23,500.0,251.2,1707651786.9,True
Strait of Hormuz,tanker,9.88,4,10,0,3,19,500.0,311.4,1710154549.5,True
Strait of Hormuz,bulker,10.85,16,18,4,2,47,500.0,261.4,1707503422.7,True
Strait of Hormuz,unknown,10.16,13,20,2,3,43,500.0,287.7,1709756331.7,True
Strait of Hormuz,container,6.07,8,14,4,3,35,500.0,207.8,1711118533.2,True
Strait of Hormuz,bulker,11.3,8,8,3,2,32,500.0,225.7,1709194027.2,True
Strait of Hormuz,container,7.94,1,17,5,3,1,500.0,210.1,1711214021.5,True
Strait of Hormuz,tanker,12.84,7,4,2,1,27,500.0,214.2,1706070974.8,True
Strait of Hormuz,tanker,11.89,5,20,4,3,15,500.0,265.9,1709323923.4,True
Strait of Hormuz,container,14.15,9,0,1,3,35,500.0,184.0,1709597201.9,True
Strait of Hormuz,bulker,12.31,11,13,3,1,27,500.0,327.3,1706188772.6,True
Strait of Hormuz,unknown,9.87,9,18,6,2,35,500.0,220.9,1708279759.1,True
Strait of Hormuz,other,11.5,14,20,3,1,56,500.0,263.7,1704401238.5,True
Strait of Hormuz,tanker,16.19,11,7,6,1,33,500.0,306.7,1706425953.4,True
Strait of Hormuz,tanker,8.86,15,1,1,3,53,500.0,206.4,1709601512.3,True
Strait of Hormuz,tanker,11.57,5,18,2,1,9,500.0,222.8,1705514615.0,True
Strait of Hormuz,container,13.42,10,19,2,3,23,500.0,198.1,1711566117.9,True
Strait of Hormuz,container,14.32,5,21,6,1,17,500.0,298.6,1704663142.2,True
Strait of Hormuz,tanker,13.63,13,14,3,1,57,500.0,278.0,1704379651.9,True
Strait of Hormuz,tanker,11.59,6,5,2,2,26,500.0,320.7,1707889206.4,True
Strait of Hormuz,container,10.62,7,22,4,1,27,500.0,159.8,1706309165.2,True
Strait of Hormuz,unknown,11.61,12,22,0,2,48,500.0,250.9,1708382959.7,True
Strait of Hormuz,tanker,9.33,12,10,2,2,27,500.0,243.9,1709116877.0,True
Strait of Hormuz,container,12.34,14,15,3,2,51,500.0,235.5,1706802037.8,True
Strait of Hormuz,bulker,10.01,11,4,1,1,53,500.0,300.8,1704168236.3,True
Strait of Hormuz,tanker,8.73,11,12,5,1,34,500.0,262.0,1705148103.5,True
Strait of Hormuz,tanker,7.36,8,2,3,1,38,500.0,253.7,1704939069.7,True
Strait of Hormuz,container,11.85,7,23,3,2,15,500.0,188.1,1706829268.8,True
Strait of Hormuz,unknown,13.44,12,1,1,2,57,500.0,287.8,1708392354.7,True
Strait of Hormuz,other,11.95,12,9,3,1,40,500.0,180.6,1706173877.0,True
Strait of Hormuz,tanker,8.55,4,20,3,1,5,500.0,223.9,1704401374.6,True
Strait of Hormuz,tanker,8.05,10,23,2,1,35,500.0,311.6,1705535144.7,True
Strait of Hormuz,container,9.57,8,21,0,3,27,500.0,206.2,1709587587.5,True
Strait of Hormuz,tanker,11.8,11,19,3,2,41,500.0,243.3,1709235442.1,True
Strait of Hormuz,bulker,13.54,5,21,2,2,29,500.0,179.9,1707341323.0,True
Strait of Hormuz,container,11.21,15,19,1,2,35,500.0,165.0,1707853972.7,True
Strait of Hormuz,tanker,12.54,9,17,0,1,27,500.0,239.8,1706549096.8,True
Strait of Hormuz,container,12.36,8,0,0,3,15,500.0,253.4,1711325227.9,True
Strait of Hormuz,tanker,11.65,6,3,2,1,19,500.0,269.8,1704858687.8,True
Strait of Hormuz,other,11.46,13,9,5,2,43,500.0,250.0,1708766293.6,True
Strait of Hormuz,bulker,9.38,11,17,3,1,39,500.0,223.8,1706205373.5,True
Strait of Hormuz,other,15.03,11,7,5,1,29,500.0,261.8,1706340422.1,True
Strait of Hormuz,other,13.7,6,11,4,3,5,500.0,216.0,1709291797.9,True
Strait of Hormuz,bulker,5.73,13,11,3,1,48,500.0,253.2,1704368306.9,True
Strait of Hormuz,container,9.15,15,0,4,3,44,500.0,186.9,1709253497.8,True
Strait of Hormuz,container,11.69,9,11,6,3,26,500.0,248.9,1709464094.0,True
Strait of Hormuz,tanker,9.9,9,16,0,1,35,500.0,284.8,1705336073.3,True
Strait of Hormuz,container,12.29,22,19,4,1,82,500.0,307.7,1706296920.6,True
Strait of Hormuz,tanker,10.56,12,0,1,3,52,500.0,320.9,1711411862.7,True
Strait of Hormuz,tanker,12.93,14,15,3,3,57,500.0,265.9,1709824903.1,True
Strait of Hormuz,unknown,12.46,11,2,5,3,38,500.0,218.5,1710555671.3,True
Strait of Hormuz,tanker,10.01,2,12,3,2,7,500.0,219.3,1708001665.5,True
Strait of Hormuz,tanker,10.13,3,21,6,1,5,500.0,311.9,1705871857.7,True
Strait of Hormuz,container,11.44,11,7,3,2,48,500.0,190.7,1709191615.6,True
Strait of Hormuz,unknown,10.14,6,22,3,3,16,500.0,200.8,1710456063.8,True
Strait of Hormuz,bulker,5.35,9,0,1,1,16,500.0,213.4,1706573706.3,True
Strait of Hormuz,other,11.76,8,2,2,3,25,500.0,220.5,1710902062.0,True
Strait of Hormuz,unknown,9.48,9,7,1,2,37,500.0,228.2,1708415867.6,True
Strait of Hormuz,other,15.7,11,20,1,1,33,500.0,240.7,1704226164.6,True
Strait of Hormuz,bulker,9.72,3,8,1,3,4,500.0,153.5,1710233729.7,True
Strait of Hormuz,container,8.74,12,17,0,2,53,500.0,152.4,1708362139.5,True
Strait of Hormuz,other,13.63,7,18,1,2,35,500.0,171.9,1708455167.3,True
Strait of Hormuz,container,5.51,9,18,4,1,31,500.0,229.8,1705689626.1,True
Strait of Hormuz,container,13.36,10,5,5,3,24,500.0,283.3,1709963737.2,True
Strait of Hormuz,other,18.04,6,15,1,3,27,500.0,241.1,1709651735.0,True
Strait of Hormuz,unknown,14.51,3,15,0,3,13,500.0,221.6,1709566909.7,True
Strait of Hormuz,unknown,10.29,10,21,6,2,32,500.0,334.0,1708292300.6,True
Strait of Hormuz,other,10.18,14,21,3,2,36,500.0,300.0,1707428961.5,True
Strait of Hormuz,other,15.85,12,14,0,2,45,500.0,313.8,1707748944.7,True
Strait of Hormuz,unknown,12.93,9,7,6,1,21,500.0,177.2,1706427858.7,True
Strait of Hormuz,other,14.41,18,4,1,2,57,500.0,335.9,1707800302.7,True
Strait of Hormuz,container,12.38,14,17,4,2,51,500.0,271.5,1708104702.2,True
Strait of Hormuz,tanker,9.75,10,23,0,3,45,500.0,307.9,1709596475.3,True
Strait of Hormuz,other,11.66,12,11,1,2,32,500.0,237.3,1707822291.3,True
Strait of Hormuz,bulker,14.6,10,0,1,1,25,500.0,304.4,1706573558.1,True
Strait of Hormuz,unknown,14.31,9,6,1,3,37,500.0,187.2,1710225972.7,True
Strait of Hormuz,bulker,12.36,11,3,0,3,26,500.0,286.2,1710127484.3,True
Strait of Hormuz,bulker,10.24,11,18,5,3,41,500.0,260.5,1711825124.3,True
Strait of Hormuz,bulker,10.22,10,4,0,3,31,500.0,217.8,1711342043.5,True
Strait of Hormuz,container,10.72,3,11,1,1,11,500.0,191.6,1706613933.9,True
Strait of Hormuz,bulker,13.34,4,20,0,1,17,500.0,274.0,1706560061.7,True
Strait of Hormuz,container,12.01,9,11,1,2,29,500.0,194.8,1708426836.5,True
Bab el-Mandeb,tanker,9.14,12,21,4,2,39,650.0,235.0,1708723922.7,True
Bab el-Mandeb,other,12.02,9,2,6,2,23,650.0,152.2,1708222526.8,True
Bab el-Mandeb,other,14.45,9,12,3,2,28,650.0,198.5,1706789136.1,True
Bab el-Mandeb,tanker,12.96,12,6,4,1,21,650.0,201.8,1705646891.1,True
Bab el-Mandeb,bulker,12.39,10,18,4,3,29,650.0,213.8,1711130496.0,True
Bab el-Mandeb,container,16.08,11,4,6,2,32,650.0,180.1,1707022067.5,True
Bab el-Mandeb,bulker,15.5,15,1,2,3,57,650.0,198.1,1710896975.3,True
Bab el-Mandeb,tanker,14.49,2,7,3,2,16,650.0,246.5,1707377540.6,True
Bab el-Mandeb,tanker,6.88,13,7,6,2,55,650.0,230.6,1707033045.9,True
Bab el-Mandeb,container,9.84,7,22,5,1,25,650.0,166.0,1706395423.8,True
Bab el-Mandeb,bulker,11.87,7,14,5,3,19,650.0,195.2,1709388362.1,True
Bab el-Mandeb,other,16.06,9,2,1,3,40,650.0,149.2,1710813641.0,True
Bab el-Mandeb,container,9.37,14,3,2,3,57,650.0,177.9,1710302010.9,True
Bab el-Mandeb,bulker,7.63,10,18,3,3,36,650.0,244.3,1710441395.4,True
Bab el-Mandeb,tanker,14.56,4,14,4,3,19,650.0,221.0,1711119273.2,True
Bab el-Mandeb,tanker,12.8,13,14,1,3,55,650.0,217.4,1710255302.0,True
Bab el-Mandeb,bulker,11.04,10,12,1,3,25,650.0,181.5,1709642743.4,True
Bab el-Mandeb,bulker,8.25,10,13,5,2,33,650.0,198.5,1707572135.5,True
Bab el-Mandeb,tanker,7.6,2,20,0,1,1,650.0,142.6,1705350851.2,True
Bab el-Mandeb,container,12.4,7,3,4,2,32,650.0,148.6,1708052811.4,True
Bab el-Mandeb,other,17.57,11,14,3,3,34,650.0,204.6,1710426536.7,True
Bab el-Mandeb,bulker,9.03,15,15,0,1,59,650.0,204.4,1704727963.7,True
Bab el-Mandeb,bulker,9.15,6,12,4,1,14,650.0,198.1,1705061613.4,True
Bab el-Mandeb,other,10.3,9,14,1,2,27,650.0,197.0,1708439874.1,True
Bab el-Mandeb,tanker,12.92,6,14,4,1,23,650.0,199.7,1705673953.5,True
Bab el-Mandeb,tanker,13.28,13,5,0,3,37,650.0,248.6,1711343076.0,True
Bab el-Mandeb,other,9.16,10,2,0,2,40,650.0,265.4,1707101851.1,True
Bab el-Mandeb,container,14.86,8,10,6,2,21,650.0,150.8,1708253369.2,True
Bab el-Mandeb,container,18.0,12,4,0,2,33,650.0,127.0,1708922240.8,True
Bab el-Mandeb,bulker,9.42,8,16,5,3,27,650.0,211.1,1709398365.2,True
Bab el-Mandeb,other,7.82,9,17,5,2,31,650.0,123.4,1708796010.5,True
Bab el-Mandeb,container,10.84,12,23,3,1,53,650.0,204.7,1706226579.1,True
Bab el-Mandeb,tanker,7.64,8,13,0,3,20,650.0,208.4,1709558954.2,True
Bab el-Mandeb,container,10.82,11,4,1,1,30,650.0,185.3,1706587589.9,True
Bab el-Mandeb,container,7.96,17,0,3,1,72,650.0,193.3,1704934390.0,True
Bab el-Mandeb,other,10.06,16,16,2,2,74,650.0,153.7,1707322125.7,True
Bab el-Mandeb,bulker,13.1,5,19,4,3,18,650.0,169.8,1711741273.8,True
Bab el-Mandeb,bulker,4.44,13,2,5,2,37,650.0,208.2,1708135354.1,True
Bab el-Mandeb,container,9.68,8,21,5,1,32,650.0,199.5,1705181890.1,True
Bab el-Mandeb,container,10.25,16,5,0,2,51,650.0,226.0,1708320798.2,True
Bab el-Mandeb,container,13.14,8,10,6,1,18,650.0,172.1,1706438190.6,True
Bab el-Mandeb,container,9.06,9,3,3,2,36,650.0,176.5,1706757702.7,True
Bab el-Mandeb,container,7.54,9,21,4,3,31,650.0,176.9,1711142871.5,True
Bab el-Mandeb,tanker,17.85,9,20,2,1,22,650.0,170.7,1706731943.3,True
Bab el-Mandeb,bulker,11.23,8,17,5,2,31,650.0,153.9,1708797346.7,True
Bab el-Mandeb,other,12.79,5,6,3,2,12,650.0,214.3,1707375286.4,True
Bab el-Mandeb,bulker,11.79,16,5,1,3,59,650.0,212.9,1711430420.6,True
Bab el-Mandeb,container,12.0,4,0,3,2,19,650.0,162.6,1706748876.5,True
Bab el-Mandeb,bulker,11.81,15,23,4,2,36,650.0,186.7,1708125394.5,True
Bab el-Mandeb,container,9.19,8,15,2,2,20,650.0,122.6,1709135717.5,True
Bab el-Mandeb,unknown,7.58,3,19,5,1,13,650.0,143.5,1705778939.3,True
Bab el-Mandeb,tanker,10.42,3,2,1,1,4,650.0,250.4,1706583307.0,True
Bab el-Mandeb,bulker,14.38,4,10,1,3,0,650.0,162.1,1709635593.4,True
Bab el-Mandeb,bulker,9.37,8,17,6,1,33,650.0,200.3,1705252779.6,True
Bab el-Mandeb,container,11.03,12,20,1,2,40,650.0,200.7,1708461791.7,True
Bab el-Mandeb,other,12.89,5,9,3,1,20,650.0,198.0,1705570964.6,True
Bab el-Mandeb,bulker,11.17,11,4,1,2,35,650.0,200.9,1707799921.1,True
Bab el-Mandeb,other,10.87,14,4,0,1,55,650.0,132.9,1706503618.4,True
Bab el-Mandeb,bulker,10.83,19,5,6,3,70,650.0,222.2,1711257280.1,True
Bab el-Mandeb,other,8.93,7,5,4,3,19,650.0,211.2,1709269635.1,True
Bab el-Mandeb,other,8.51,6,13,0,2,14,650.0,149.5,1707139617.1,True
Bab el-Mandeb,unknown,15.25,10,0,1,3,31,650.0,192.5,1710203568.5,True
Bab el-Mandeb,container,11.82,13,18,2,2,43,650.0,169.3,1707330465.2,True
Bab el-Mandeb,other,12.1,5,13,5,2,12,650.0,137.8,1707571792.2,True
Bab el-Mandeb,tanker,12.5,7,12,6,2,24,650.0,219.3,1708260610.0,True
Bab el-Mandeb,container,13.24,11,18,2,1,41,650.0,241.2,1705517076.4,True
Bab el-Mandeb,bulker,8.9,11,13,5,1,33,650.0,208.2,1706361432.1,True
Bab el-Mandeb,bulker,10.72,10,12,2,3,40,650.0,223.4,1709727146.0,True
Bab el-Mandeb,unknown,7.61,11,2,6,3,34,650.0,160.0,1710038059.0,True
Bab el-Mandeb,unknown,11.49,9,20,1,3,34,650.0,166.8,1710274095.3,True
Bab el-Mandeb,container,16.5,10,20,1,3,35,650.0,150.2,1710275808.7,True
Bab el-Mandeb,other,7.39,9,19,1,1,26,650.0,172.5,1704225585.3,True
Bab el-Mandeb,bulker,13.22,10,0,3,1,41,650.0,206.4,1704327568.2,True
Bab el-Mandeb,container,12.78,13,9,2,2,61,650.0,177.0,1707299513.6,True
Bab el-Mandeb,bulker,11.45,7,13,5,2,22,650.0,160.7,1707573590.8,True
Bab el-Mandeb,container,10.61,9,9,1,1,35,650.0,210.5,1706002488.8,True
Bab el-Mandeb,container,10.01,8,14,5,3,36,650.0,198.2,1711809528.4,True
Bab el-Mandeb,other,10.95,14,21,3,3,64,650.0,140.5,1711056400.2,True
Bab el-Mandeb,container,9.09,10,8,2,1,42,650.0,187.6,1704876951.3,True
Bab el-Mandeb,tanker,10.45,11,5,5,3,40,650.0,206.1,1710567041.9,True
Bab el-Mandeb,container,4.95,13,10,4,1,54,650.0,224.1,1705661673.5,True
Bab el-Mandeb,other,12.37,7,13,5,1,28,650.0,152.7,1704546388.2,True
Bab el-Mandeb,tanker,9.39,7,1,2,2,30,650.0,159.0,1708480471.0,True
Bab el-Mandeb,bulker,10.24,14,6,1,1,48,650.0,177.1,1704176800.0,True
Bab el-Mandeb,tanker,8.37,9,2,1,2,31,650.0,236.5,1708395783.5,True
Bab el-Mandeb,container,19.64,9,11,1,1,28,650.0,156.6,1705403656.2,True
Bab el-Mandeb,other,10.71,17,18,3,2,51,650.0,189.1,1708023575.4,True
Bab el-Mandeb,container,9.6,7,14,2,1,20,650.0,202.1,1706713047.9,True
Bab el-Mandeb,unknown,12.33,4,20,6,2,6,650.0,158.8,1707684347.4,True
Bab el-Mandeb,other,12.26,9,17,5,3,32,650.0,195.2,1709400504.1,True
Bab el-Mandeb,container,12.02,7,14,0,3,27,650.0,99.0,1710773831.8,True
Bab el-Mandeb,tanker,16.89,4,15,0,1,9,650.0,191.5,1704124339.1,True
Bab el-Mandeb,tanker,13.51,18,11,5,1,54,650.0,239.3,1705749843.3,True
Bab el-Mandeb,container,6.9,11,20,2,3,32,650.0,183.5,1710362487.9,True
Bab el-Mandeb,tanker,14.47,18,5,1,3,70,650.0,222.3,1709618180.7,True
Bab el-Mandeb,other,11.75,10,14,0,3,41,650.0,176.0,1711376504.6,True
Bab el-Mandeb,other,12.19,14,18,6,2,60,650.0,180.4,1708885811.2,True
Bab el-Mandeb,container,9.28,5,16,6,2,16,650.0,167.9,1708876968.9,True
Bab el-Mandeb,tanker,12.76,14,19,5,3,61,650.0,252.2,1711223937.7,True
Bab el-Mandeb,other,10.8,10,15,1,1,21,650.0,180.9,1704208964.8,True
Bab el-Mandeb,other,9.12,5,2,0,1,20,650.0,164.2,1705889082.6,True
Bab el-Mandeb,tanker,10.33,15,11,2,1,54,650.0,227.5,1705489455.2,True
Bab el-Mandeb,bulker,13.79,3,5,0,1,17,650.0,162.3,1706507982.6,True
Bab el-Mandeb,container,13.17,6,0,4,3,21,650.0,144.7,1709858012.8,True
Bab el-Mandeb,container,7.82,9,16,3,1,37,650.0,179.8,1704991203.0,True
Bab el-Mandeb,bulker,10.4,13,15,3,3,32,650.0,174.6,1711036712.9,True
Bab el-Mandeb,other,9.97,8,8,5,3,22,650.0,152.6,1711184395.6,True
Bab el-Mandeb,container,7.07,8,16,4,2,34,650.0,203.4,1708102403.1,True
Bab el-Mandeb,tanker,15.19,7,1,0,3,20,650.0,175.7,1710119281.0,True
Bab el-Mandeb,tanker,11.0,10,17,5,3,14,650.0,260.8,1711215071.0,True
Bab el-Mandeb,tanker,11.11,10,13,6,1,38,650.0,197.1,1705238675.8,True
Bab el-Mandeb,container,18.56,6,5,2,1,17,650.0,162.0,1705469301.8,True
Bab el-Mandeb,unknown,13.61,8,7,0,1,35,650.0,194.7,1705909028.0,True
Bab el-Mandeb,bulker,13.55,16,1,2,2,38,650.0,186.8,1708478995.7,True
Bab el-Mandeb,container,5.9,9,0,2,3,28,650.0,165.6,1710893857.5,True
Bab el-Mandeb,container,5.36,6,19,1,1,15,650.0,174.6,1704224732.1,True
Bab el-Mandeb,other,8.43,4,9,6,1,11,650.0,187.3,1705225651.6,True
Bab el-Mandeb,tanker,11.85,11,5,3,3,54,650.0,183.1,1711604895.8,True
Bab el-Mandeb,tanker,10.66,9,12,4,3,28,650.0,148.4,1711109280.9,True
Bab el-Mandeb,container,5.49,13,9,0,1,46,650.0,176.0,1705916608.0,True
Bab el-Mandeb,tanker,12.19,11,19,0,3,37,650.0,222.7,1710789166.2,True
Bab el-Mandeb,bulker,14.99,3,12,6,3,5,650.0,211.8,1710680152.9,True
Bab el-Mandeb,container,11.16,11,1,0,3,37,650.0,143.6,1710724972.8,True
Bab el-Mandeb,other,14.87,7,18,0,2,26,650.0,209.1,1707157958.5,True
Bab el-Mandeb,bulker,14.57,3,23,1,3,8,650.0,195.8,1710890073.0,True
Bab el-Mandeb,other,11.78,14,1,1,1,59,650.0,232.7,1705974387.2,True
Bab el-Mandeb,container,8.49,7,4,2,3,20,650.0,167.1,1709698514.7,True
Bab el-Mandeb,container,6.86,9,7,1,2,33,650.0,179.3,1707811191.8,True
Bab el-Mandeb,bulker,7.51,13,16,2,1,57,650.0,213.4,1704297617.5,True
Bab el-Mandeb,other,8.31,10,7,2,3,38,650.0,180.6,1709710308.5,True
Bab el-Mandeb,tanker,7.64,9,3,4,3,37,650.0,212.7,1709868906.5,True
Bab el-Mandeb,container,11.53,7,16,3,1,14,650.0,160.4,1706199679.1,True
Bab el-Mandeb,tanker,10.97,12,19,2,2,51,650.0,276.8,1708545221.6,True
Bab el-Mandeb,tanker,13.22,17,22,3,3,66,650.0,234.4,1710454205.3,True
Bab el-Mandeb,container,11.54,11,7,4,3,41,650.0,186.9,1711697495.3,True
Bab el-Mandeb,bulker,8.37,16,4,0,1,66,650.0,202.8,1705898074.9,True
Bab el-Mandeb,container,11.81,6,8,2,1,28,650.0,144.6,1705480997.0,True
Bab el-Mandeb,bulker,13.71,4,23,6,3,25,650.0,200.3,1709509796.3,True
